coc_code,state_code,coc_name,coc_total_population_zillow_2017,pit_count_from_2017_zillow_2017,estimated_homeless_rate_percent_zillow_2017,zri_as_percent_of_median_income_zillow_2017,percent_of_coc_living_in_extreme_poverty_zillow_2017,coc_category,pit_overall_homeless_2017,pit_sheltered_es_homeless_2017,pit_sheltered_th_homeless_2017,pit_sheltered_sh_homeless_2017,pit_sheltered_total_homeless_2017,pit_unsheltered_homeless_2017,pit_homeless_individuals_2017,pit_sheltered_es_homeless_individuals_2017,pit_sheltered_th_homeless_individuals_2017,pit_sheltered_sh_homeless_individuals_2017,pit_sheltered_total_homeless_individuals_2017,pit_unsheltered_homeless_individuals_2017,pit_homeless_people_in_families_2017,pit_sheltered_es_homeless_people_in_families_2017,pit_sheltered_th_homeless_people_in_families_2017,pit_sheltered_total_homeless_people_in_families_2017,pit_unsheltered_homeless_people_in_families_2017,pit_homeless_family_households_2017,pit_sheltered_es_homeless_family_households_2017,pit_sheltered_th_homeless_family_households_2017,pit_sheltered_total_homeless_family_households_2017,pit_unsheltered_homeless_family_households_2017,pit_chronically_homeless_2017,pit_sheltered_es_chronically_homeless_2017,pit_sheltered_sh_chronically_homeless_2017,pit_sheltered_total_chronically_homeless_2017,pit_unsheltered_chronically_homeless_2017,pit_chronically_homeless_individuals_2017,pit_sheltered_es_chronically_homeless_individuals_2017,pit_sheltered_sh_chronically_homeless_individuals_2017,pit_sheltered_total_chronically_homeless_individuals_2017,pit_unsheltered_chronically_homeless_individuals_2017,pit_chronically_homeless_people_in_families_2017,pit_sheltered_es_chronically_homeless_people_in_families_2017,pit_sheltered_total_chronically_homeless_people_in_families_2017,pit_unsheltered_chronically_homeless_people_in_families_2017,pit_homeless_veterans_2017,pit_sheltered_es_homeless_veterans_2017,pit_sheltered_th_homeless_veterans_2017,pit_sheltered_sh_homeless_veterans_2017,pit_sheltered_total_homeless_veterans_2017,pit_unsheltered_homeless_veterans_2017,pit_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_25_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_25_2017,pit_unsheltered_homeless_unaccompanied_youth_under_25_2017,pit_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_es_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_th_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_sh_homeless_unaccompanied_youth_under_18_2017,pit_sheltered_total_homeless_unaccompanied_youth_under_18_2017,pit_unsheltered_homeless_unaccompanied_youth_under_18_2017,pit_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_es_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_th_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_sh_homeless_unaccompanied_youth_age_18_24_2017,pit_sheltered_total_homeless_unaccompanied_youth_age_18_24_2017,pit_unsheltered_homeless_unaccompanied_youth_age_18_24_2017,pit_homeless_parenting_youth_under_25_2017,pit_sheltered_es_homeless_parenting_youth_under_25_2017,pit_sheltered_th_homeless_parenting_youth_under_25_2017,pit_sheltered_total_homeless_parenting_youth_under_25_2017,pit_unsheltered_homeless_parenting_youth_under_25_2017,pit_homeless_parenting_youth_under_18_2017,pit_sheltered_es_homeless_parenting_youth_under_18_2017,pit_sheltered_th_homeless_parenting_youth_under_18_2017,pit_sheltered_total_homeless_parenting_youth_under_18_2017,pit_unsheltered_homeless_parenting_youth_under_18_2017,pit_homeless_parenting_youth_age_18_24_2017,pit_sheltered_es_homeless_parenting_youth_age_18_24_2017,pit_sheltered_th_homeless_parenting_youth_age_18_24_2017,pit_sheltered_total_homeless_parenting_youth_age_18_24_2017,pit_unsheltered_homeless_parenting_youth_age_18_24_2017,pit_homeless_children_of_parenting_youth_2017,pit_sheltered_es_homeless_children_of_parenting_youth_2017,pit_sheltered_th_homeless_children_of_parenting_youth_2017,pit_sheltered_total_homeless_children_of_parenting_youth_2017,pit_unsheltered_homeless_children_of_parenting_youth_2017,cluster_number_zillow_2017,cluster_location,cluster_description,hic_total_year_round_beds_es_th_sh_2017,hic_total_non_dv_year_round_beds_es_th_sh_2017,hic_total_hmis_year_round_beds_es_th_sh_2017,hic_hmis_participation_rate_for_year_round_beds_es_th_sh_2017,hic_total_year_round_beds_es_6_2017,hic_total_year_round_beds_th_7_2017,hic_total_year_round_beds_sh_8_2017,hic_total_units_for_households_with_children_es_th_sh_2017,hic_total_beds_for_households_with_children_es_th_sh_2017,hic_total_beds_for_households_without_children_es_th_sh_2017,hic_total_beds_for_households_with_only_children_es_th_sh_2017,hic_dedicated_veteran_beds_es_th_sh_2017,hic_dedicated_youth_beds_es_th_sh_2017,hic_total_year_round_beds_es_15_2017,hic_total_non_dv_year_round_beds_es_2017,hic_total_hmis_year_round_beds_es_2017,hic_hmis_participation_rate_for_year_round_beds_es_2017,hic_total_seasonal_beds_es_2017,hic_total_overflow_beds_es_2017,hic_total_units_for_households_with_children_es_2017,hic_total_beds_for_households_with_children_es_2017,hic_total_beds_for_households_without_children_es_2017,hic_total_beds_for_households_with_only_children_es_2017,hic_dedicated_veteran_beds_es_2017,hic_dedicated_youth_beds_es_2017,hic_total_year_round_beds_th_27_2017,hic_total_non_dv_year_round_beds_th_2017,hic_total_hmis_year_round_beds_th_2017,hic_hmis_participation_rate_for_year_round_beds_th_2017,hic_total_units_for_households_with_children_th_2017,hic_total_beds_for_households_with_children_th_2017,hic_total_beds_for_households_without_children_th_2017,hic_total_beds_for_households_with_only_children_th_2017,hic_dedicated_veteran_beds_th_2017,hic_dedicated_youth_beds_th_2017,hic_total_year_round_beds_sh_37_2017,hic_total_non_dv_year_round_beds_sh_2017,hic_total_hmis_year_round_beds_sh_2017,hic_hmis_participation_rate_for_year_round_beds_sh_2017,hic_total_units_for_households_with_children_sh_2017,hic_total_beds_for_households_with_children_sh_2017,hic_total_beds_for_households_without_children_sh_2017,hic_total_beds_for_households_with_only_children_sh_2017,hic_dedicated_veteran_beds_sh_2017,hic_dedicated_youth_beds_sh_2017,hic_total_year_round_beds_rrh_2017,hic_total_non_dv_year_round_beds_rrh_2017,hic_total_hmis_year_round_beds_rrh_2017,hic_hmis_participation_rate_for_year_round_beds_rrh_2017,hic_total_units_for_households_with_children_rrh_2017,hic_total_beds_for_households_with_children_rrh_2017,hic_total_beds_for_households_without_children_rrh_2017,hic_total_beds_for_households_with_only_children_rrh_2017,hic_dedicated_veteran_beds_rrh_2017,hic_dedicated_youth_beds_rrh_2017,hic_total_year_round_beds_psh_2017,hic_total_non_dv_year_round_beds_psh_2017,hic_total_hmis_year_round_beds_psh_2017,hic_hmis_participation_rate_for_year_round_beds_psh_2017,hic_total_units_for_households_with_children_psh_2017,hic_total_beds_for_households_with_children_psh_2017,hic_total_beds_for_households_without_children_psh_2017,hic_total_beds_for_households_with_only_children_psh_2017,hic_dedicated_veteran_beds_psh_2017,hic_dedicated_youth_beds_psh_2017,hic_dedicated_chronically_homeless_beds_psh_2017,hic_total_year_round_beds_oph_2017,hic_total_non_dv_year_round_beds_oph_2017,hic_total_hmis_year_round_beds_oph_2017,hic_hmis_participation_rate_for_year_round_beds_oph_2017,hic_total_units_for_households_with_children_oph_2017,hic_total_beds_for_households_with_children_oph_2017,hic_total_beds_for_households_without_children_oph_2017,hic_total_beds_for_households_with_only_children_oph_2017,hic_dedicated_veteran_beds_oph_2017,hic_dedicated_youth_beds_oph_2017
fl-606,fl,naples/collier county coc,355381,621,0.19,54.04498034,4.601607247,suburban cocs,621,244,190,0,434,187,502,224,153,0,377,125,119,20,37,57,62,32,6,7,13,19,90,46,0,46,44,77,46,0,46,31,13,0,0,13,9,4,0,0,4,5,117,31,47,0,78,39,0,0,0,0,0,0,117,31,47,0,78,39,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",440,353,12,0.0273,244,196,0,51,138,290,12,0,12,244,184,12,0.0492,0,0,21,65,167,12,0,12,196,169,0,0,30,73,123,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,30,30,0,0,3,6,24,0,0,0,6,0,0,0,NA,0,0,0,0,0,0
ga-500,ga,atlanta continuum of care,460412,3572,0.93,34.04247831,12.35486841,major cities,3572,1567,1324,0,2891,681,3089,1305,1117,0,2422,667,483,262,207,469,14,163,88,70,158,5,346,215,0,215,131,332,207,0,207,125,14,8,8,6,386,87,234,0,321,65,199,93,88,0,181,18,11,6,5,0,11,0,188,87,83,0,170,18,7,4,2,6,1,0,0,0,0,0,7,4,2,6,1,9,5,3,8,1,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs",3419,3347,1675,0.4899,1768,1651,0,220,739,2680,0,175,101,1768,1696,753,0.4259,153,201,140,497,1271,0,25,46,1651,1651,922,0.5584,80,242,1409,0,150,55,0,0,0,NA,0,0,0,0,0,0,177,148,133,0.7514,44,122,55,0,44,0,1941,1941,1735,0.8939,166,483,1450,8,373,42,1581,0,0,0,NA,0,0,0,0,0,0
ga-501,ga,georgia balance of state coc,6905893,3716,0.08,26.8433738,7.659464704,rural cocs,3716,1164,679,0,1843,1873,2219,382,133,0,515,1704,1497,782,546,1328,169,620,375,176,551,69,242,74,0,74,168,210,44,0,44,166,32,30,30,2,157,27,13,0,40,117,177,62,10,0,72,105,3,2,0,0,2,1,174,60,10,0,70,104,45,7,26,33,12,0,0,0,0,0,45,7,26,33,12,97,18,62,80,17,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",2399,1317,922,0.3843,1544,855,0,451,1476,921,2,24,15,1544,791,552,0.3575,0,23,260,837,705,2,0,6,855,526,370,0.4327,191,639,216,0,24,9,0,0,0,NA,0,0,0,0,0,0,722,577,575,0.7964,181,598,124,0,211,7,2450,2413,2012,0.8212,431,875,1575,0,415,0,473,0,0,0,NA,0,0,0,0,0,0
ga-503,ga,athens/clarke county coc,123169,239,0.24,43.32362785,17.96612163,other urban cocs,239,145,1,0,146,93,182,88,1,0,89,93,57,57,0,57,0,19,19,0,19,0,53,18,0,18,35,53,18,0,18,35,0,0,0,0,9,5,0,0,5,4,11,6,0,0,6,5,0,0,0,0,0,0,11,6,0,0,6,5,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",148,132,132,0.8919,147,1,0,21,76,72,0,0,0,147,131,131,0.8912,35,0,21,76,71,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,76,62,51,0.6711,24,65,11,0,19,0,238,238,126,0.5294,35,90,148,0,112,0,55,0,0,0,NA,0,0,0,0,0,0
ga-504,ga,augusta coc,201545,246,0.14,25.00445817,13.32364588,other urban cocs,246,144,55,0,199,47,217,126,44,0,170,47,29,18,11,29,0,11,6,5,11,0,30,28,0,28,2,28,26,0,26,2,2,2,2,0,44,27,12,0,39,5,4,2,0,0,2,2,0,0,0,0,0,0,4,2,0,0,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",225,209,164,0.7289,154,71,0,10,47,178,0,15,0,154,138,103,0.6688,0,5,7,39,115,0,0,0,71,71,61,0.8592,3,8,63,0,15,0,0,0,0,NA,0,0,0,0,0,0,80,80,70,0.875,28,70,10,0,0,0,169,169,34,0.2012,137,142,27,0,135,0,169,0,0,0,NA,0,0,0,0,0,0
ga-505,ga,columbus-muscogee/russell county coc,259291,319,0.16,22.18518816,9.503736825,other urban cocs,319,207,39,0,246,73,245,137,35,0,172,73,74,70,4,74,0,21,20,1,21,0,21,21,0,21,0,21,21,0,21,0,0,0,0,0,17,11,1,0,12,5,13,10,1,0,11,2,2,2,0,0,2,0,11,8,1,0,9,2,5,5,0,5,0,0,0,0,0,0,5,5,0,5,0,12,12,0,12,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",347,304,163,0.4697,293,54,0,19,111,230,6,7,6,293,250,109,0.372,0,0,16,106,186,1,6,1,54,54,54,1,3,5,44,5,1,5,0,0,0,NA,0,0,0,0,0,0,42,42,42,1,6,13,29,0,1,0,178,178,141,0.7921,0,0,178,0,49,0,89,28,28,28,1,0,0,28,0,0,0
ga-506,ga,marietta/cobb county coc,737643,403,0.06,24.75433756,5.273060223,suburban cocs,403,166,119,0,285,118,236,66,66,0,132,104,167,100,53,153,14,46,26,16,42,4,53,20,0,20,33,51,18,0,18,33,2,2,2,0,21,4,3,0,7,14,9,4,3,0,7,2,0,0,0,0,0,0,9,4,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",285,197,179,0.6281,151,134,0,45,144,141,0,0,0,151,111,98,0.649,0,23,28,88,63,0,0,0,134,86,81,0.6045,17,56,78,0,0,0,0,0,0,NA,0,0,0,0,0,0,42,42,42,1,11,35,7,0,23,0,446,446,108,0.2422,73,246,200,0,369,0,42,0,0,0,NA,0,0,0,0,0,0
ga-507,ga,savannah/chatham county coc,285936,926,0.42,27.44716022,7.564635198,other urban cocs,926,244,319,0,563,363,751,141,247,0,388,363,175,103,72,175,0,53,31,22,53,0,234,67,0,67,167,229,62,0,62,167,5,5,5,0,38,6,5,0,11,27,87,22,19,0,41,46,10,9,0,0,9,1,77,13,19,0,32,45,14,4,10,14,0,0,0,0,0,0,14,4,10,14,0,16,5,11,16,0,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs",699,641,372,0.5322,306,393,0,52,185,502,12,0,12,306,258,218,0.7124,40,0,23,103,191,12,0,12,393,383,154,0.3919,29,82,311,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,689,689,509,0.7388,230,468,221,0,132,0,93,10,10,0,0,4,10,0,0,0,0
hi-500,hi,hawaii balance of state coc,431130,2261,0.7,46.73185272,6.084549003,rural cocs,2261,283,502,0,785,1476,1423,117,128,0,245,1178,838,166,374,540,298,208,44,96,140,68,641,52,0,52,589,551,27,0,27,524,90,25,25,65,166,11,12,0,23,143,109,3,3,0,6,103,2,0,1,0,1,1,107,3,2,0,5,102,23,5,15,20,3,0,0,0,0,0,23,5,15,20,3,22,4,12,16,6,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs",1036,949,949,0.916,395,641,0,191,730,306,0,5,2,395,318,318,0.8051,0,0,51,178,217,0,5,0,641,631,631,0.9844,140,552,89,0,0,2,0,0,0,NA,0,0,0,0,0,0,344,344,344,1,93,302,42,0,27,0,442,442,292,0.6606,33,127,315,0,150,0,265,0,0,0,NA,0,0,0,0,0,0
hi-501,hi,honolulu coc,989820,4959,0.6,37.34263459,4.515781836,suburban cocs,4959,1058,1552,25,2635,2324,3112,629,359,25,1013,2099,1847,429,1193,1622,225,458,115,284,399,59,1159,143,12,155,1004,1037,125,12,137,900,122,18,18,104,449,95,116,3,214,235,210,34,16,0,50,160,24,1,0,0,1,23,186,33,16,0,49,137,48,8,32,40,8,0,0,0,0,0,48,8,32,40,8,46,8,32,40,6,3,"west coast, east coast large metropolitan areas","high homeless rates, high housing costs",3216,3081,3057,0.9506,1298,1893,25,552,2114,1086,16,154,25,1298,1212,1212,0.9337,0,13,189,635,647,16,44,16,1893,1844,1820,0.9614,363,1479,414,0,110,9,25,25,25,1,0,0,25,0,0,0,875,875,875,1,208,827,48,0,61,0,1684,1684,1004,0.5962,80,313,1371,0,583,0,722,0,0,0,NA,0,0,0,0,0,0
ia-500,ia,"sioux city/dakota, woodbury counties coc",122918,288,0.25,24.10978709,6.181689722,other urban cocs,288,171,115,0,286,2,159,136,21,0,157,2,129,35,94,129,0,39,10,29,39,0,17,15,0,15,2,15,13,0,13,2,2,2,2,0,12,10,1,0,11,1,6,1,5,0,6,0,0,0,0,0,0,0,6,1,5,0,6,0,4,0,4,4,0,0,0,0,0,0,4,0,4,4,0,6,0,6,6,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",301,240,96,0.3189,177,124,0,46,178,123,0,0,0,177,147,3,0.0169,118,0,11,74,103,0,0,0,124,93,93,0.75,35,104,20,0,0,0,0,0,0,NA,0,0,0,0,0,0,11,11,11,1,4,11,0,0,0,0,54,54,24,0.4444,4,8,46,0,30,0,49,0,0,0,NA,0,0,0,0,0,0
ia-501,ia,iowa balance of state coc,2442251,1792,0.08,23.55983298,5.511019025,rural cocs,1792,766,976,0,1742,50,807,494,263,0,757,50,985,272,713,985,0,294,84,210,294,0,107,90,0,90,17,84,67,0,67,17,23,23,23,0,81,39,31,0,70,11,95,66,26,0,92,3,8,5,3,0,8,0,87,61,23,0,84,3,57,13,44,57,0,0,0,0,0,0,57,13,44,57,0,86,21,65,86,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",2295,1840,1600,0.6972,938,1357,0,447,1463,823,9,66,86,938,679,533,0.5682,125,60,147,431,501,6,29,6,1357,1161,1067,0.7863,300,1032,322,3,37,80,0,0,0,NA,0,0,0,0,0,0,470,260,260,0.5532,99,360,110,0,67,0,474,447,246,0.519,50,146,328,0,235,0,470,27,27,27,1,7,27,0,0,0,0
ia-502,ia,des moines/polk county coc,481896,676,0.15,24.11390289,5.31241023,other urban cocs,676,436,188,0,624,52,534,327,155,0,482,52,142,109,33,142,0,49,35,14,49,0,75,38,0,38,37,71,34,0,34,37,4,4,4,0,78,28,44,0,72,6,39,20,18,0,38,1,4,4,0,0,4,0,35,16,18,0,34,1,12,4,8,12,0,0,0,0,0,0,12,4,8,12,0,15,6,9,15,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",670,616,578,0.8627,409,261,0,61,174,490,6,49,48,409,355,343,0.8386,0,64,42,133,271,5,0,18,261,261,235,0.9004,19,41,219,1,49,30,0,0,0,NA,0,0,0,0,0,0,148,148,148,1,32,127,21,0,18,0,541,541,541,1,72,216,325,0,165,0,283,172,172,172,1,29,116,56,0,12,0
id-500,id,boise/ada county coc,434095,833,0.21,25.81900612,5.669356086,other urban cocs,833,579,143,0,722,111,671,481,93,0,574,97,162,98,50,148,14,46,28,14,42,4,327,270,0,270,57,302,245,0,245,57,25,25,25,0,124,53,59,0,112,12,53,43,5,0,48,5,2,2,0,0,2,0,51,41,5,0,46,5,3,1,1,2,1,0,0,0,0,0,3,1,1,2,1,4,1,1,2,2,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",771,691,230,0.2983,546,225,0,51,285,474,12,69,12,546,497,168,0.3077,0,86,22,200,334,12,14,12,225,194,62,0.2756,29,85,140,0,55,0,0,0,0,NA,0,0,0,0,0,0,81,81,81,1,23,69,12,0,10,0,337,337,142,0.4214,43,129,208,0,195,0,337,0,0,0,NA,0,0,0,0,0,0
id-501,id,idaho balance of state,1220324,1204,0.12,26.65722059,6.13559138,rural cocs,1204,424,252,0,676,528,638,192,91,0,283,355,566,232,161,393,173,165,75,50,125,40,109,32,0,32,77,89,12,0,12,77,20,20,20,0,104,20,27,0,47,57,60,26,15,0,41,19,5,5,0,0,5,0,55,21,15,0,36,19,14,8,5,13,1,0,0,0,0,0,14,8,5,13,1,20,8,9,17,3,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",920,716,510,0.5543,579,341,0,161,557,355,8,50,12,579,391,273,0.4715,0,14,100,332,239,8,20,8,341,325,237,0.695,61,225,116,0,30,4,0,0,0,NA,0,0,0,0,0,0,182,182,160,0.8791,44,150,32,0,37,0,494,487,450,0.9109,80,270,224,0,202,0,215,0,0,0,NA,0,0,0,0,0,0
il-500,il,mchenry county coc,300660,155,0.06,24.24567227,3.110049997,suburban cocs,155,47,103,0,150,5,87,21,61,0,82,5,68,26,42,68,0,21,7,14,21,0,5,1,0,1,4,5,1,0,1,4,0,0,0,0,24,2,22,0,24,0,15,5,10,0,15,0,5,1,4,0,5,0,10,4,6,0,10,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",130,109,109,0.8385,35,95,0,20,59,71,0,20,4,35,14,14,0.4,40,15,6,17,18,0,0,4,95,95,95,1,14,42,53,0,20,0,0,0,0,NA,0,0,0,0,0,0,35,35,33,0.9429,10,31,4,0,0,0,94,94,94,1,16,52,38,4,3,4,23,0,0,0,NA,0,0,0,0,0,0
il-501,il,"rockford/winnebago, boone counties coc",340814,291,0.1,25.72950781,6.476449653,suburban cocs,291,183,76,0,259,32,178,117,29,0,146,32,113,66,47,113,0,38,22,16,38,0,31,14,0,14,17,31,14,0,14,17,0,0,0,0,23,7,13,0,20,3,13,8,2,0,10,3,0,0,0,0,0,0,13,8,2,0,10,3,18,5,13,18,0,0,0,0,0,0,18,5,13,18,0,34,5,29,34,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",293,253,191,0.6519,206,87,0,38,115,178,0,15,79,206,166,104,0.5049,0,30,19,63,143,0,0,22,87,87,87,1,19,52,35,0,15,57,0,0,0,NA,0,0,0,0,0,0,77,77,77,1,19,66,11,0,3,9,346,346,343,0.9913,40,137,209,0,109,0,128,0,0,0,NA,0,0,0,0,0,0
il-502,il,waukegan/north chicago/lake county coc,729261,228,0.04,24.7208268,3.684215971,suburban cocs,228,125,76,0,201,27,122,66,29,0,95,27,106,59,47,106,0,32,17,15,32,0,18,8,0,8,10,18,8,0,8,10,0,0,0,0,8,3,2,0,5,3,7,5,1,0,6,1,0,0,0,0,0,0,7,5,1,0,6,1,4,1,3,4,0,0,0,0,0,0,4,1,3,4,0,8,3,5,8,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",228,171,171,0.75,87,141,0,41,167,61,0,0,0,87,30,30,0.3448,65,30,16,65,22,0,0,0,141,141,141,1,25,102,39,0,0,0,0,0,0,NA,0,0,0,0,0,0,30,30,30,1,6,17,13,0,4,0,368,368,120,0.3261,27,69,299,0,246,0,120,79,3,3,0.038,25,63,16,0,0,0
il-503,il,champaign/urbana/rantoul/champaign county coc,207074,160,0.08,25.90588768,12.90126261,other urban cocs,160,57,86,0,143,17,100,45,42,0,87,13,60,12,44,56,4,20,4,15,19,1,11,8,0,8,3,11,8,0,8,3,0,0,0,0,6,1,2,0,3,3,16,9,7,0,16,0,5,5,0,0,5,0,11,4,7,0,11,0,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,7,3,4,7,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",146,124,112,0.7671,41,105,0,28,77,57,12,0,12,41,30,30,0.7317,38,0,9,28,9,4,0,4,105,94,82,0.781,19,49,48,8,0,8,0,0,0,NA,0,0,0,0,0,0,13,13,13,1,3,8,5,0,11,0,82,82,60,0.7317,30,38,44,0,22,0,60,4,4,4,1,0,0,4,0,0,0
il-504,il,madison county coc,266162,176,0.08,20.6000785,6.164215564,suburban cocs,176,77,78,0,155,21,51,22,11,0,33,18,125,55,67,122,3,35,17,17,34,1,28,23,0,23,5,6,4,0,4,2,22,19,19,3,10,6,0,0,6,4,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,6,5,1,6,0,0,0,0,0,0,6,5,1,6,0,12,10,2,12,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",173,137,137,0.7919,104,69,0,45,145,28,0,3,0,104,68,68,0.6538,0,0,28,79,25,0,3,0,69,69,69,1,17,66,3,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,144,144,144,1,17,58,86,0,0,0,48,0,0,0,NA,0,0,0,0,0,0
il-506,il,joliet/bolingbrook/will county coc,803325,282,0.04,24.42981895,3.22599177,suburban cocs,282,143,108,0,251,31,185,107,47,0,154,31,97,36,61,97,0,27,10,17,27,0,24,11,0,11,13,24,11,0,11,13,0,0,0,0,18,7,10,0,17,1,13,9,2,0,11,2,0,0,0,0,0,0,13,9,2,0,11,2,2,1,1,2,0,0,0,0,0,0,2,1,1,2,0,5,2,3,5,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",314,254,221,0.7038,202,112,0,26,156,158,0,14,0,202,161,142,0.703,0,4,9,84,118,0,0,0,112,93,79,0.7054,17,72,40,0,14,0,0,0,0,NA,0,0,0,0,0,0,72,72,60,0.8333,18,61,11,0,2,1,291,291,233,0.8007,48,165,126,0,21,0,202,0,0,0,NA,0,0,0,0,0,0
il-507,il,"peoria/perkin/fulton, peoria, tazewell, woodford coc",396538,329,0.09,23.69293562,5.892733431,suburban cocs,329,232,61,0,293,36,240,181,23,0,204,36,89,51,38,89,0,29,16,13,29,0,73,60,0,60,13,66,53,0,53,13,7,7,7,0,32,30,2,0,32,0,23,9,5,0,14,9,0,0,0,0,0,0,23,9,5,0,14,9,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,4,4,0,4,0,1,"midwest, mid-Atlantic, southeast","low homeless rates, modest housing costs",535,462,295,0.5514,424,111,0,53,242,293,0,12,3,424,377,210,0.4953,0,0,29,159,265,0,12,0,111,85,85,0.7658,24,83,28,0,0,3,0,0,0,NA,0,0,0,0,0,0,67,67,58,0.8657,9,42,25,0,9,0,204,204,171,0.8382,17,57,147,0,43,0,37,0,0,0,NA,0,0,0,0,0,0
il-508,il,east saint louis/belleville/saint clair county coc,271982,300,0.15,19.25346099,8.177298656,suburban cocs,300,26,128,0,154,146,174,6,50,0,56,118,126,20,78,98,28,42,7,26,33,9,21,0,0,0,21,19,0,0,0,19,2,0,0,2,36,0,24,0,24,12,5,0,2,0,2,3,0,0,0,0,0,0,5,0,2,0,2,3,10,2,8,10,0,0,0,0,0,0,10,2,8,10,0,16,5,11,16,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",175,151,151,0.8629,40,135,0,37,109,66,0,26,34,40,16,16,0.4,0,0,10,25,15,0,0,0,135,135,135,1,27,84,51,0,26,34,0,0,0,NA,0,0,0,0,0,0,36,36,36,1,14,36,0,0,0,0,287,287,287,1,54,159,128,0,0,0,34,0,0,0,NA,0,0,0,0,0,0
il-509,il,dekalb city & county coc,104571,90,0.11,28.10447106,10.084088210000001,suburban cocs,90,72,15,0,87,3,51,46,2,0,48,3,39,26,13,39,0,11,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,2,"New England, Florida, mountain west, central United States","intermediate homeless rates, average housing costs",94,54,54,0.5745,79,15,0,11,45,49,0,0,0,79,54,54,0.6835,0,4,6,32,47,0,0,0,15,0,0,0,5,13,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,54,54,39,0.7222,8,39,15,0,0,0,91,91,66,0.7253,10,12,79,0,25,0,38,0,0,0,NA,0,0,0,0,0,0
